epoch,train_loss,val_loss,loss,precision,recall,f1,pr_auc
32,0.34351949156836276,0.3478687171003606,0.3478687171003606,0.7515470475970157,0.9677539469764671,0.8460561867248283,0.8991950550199753
33,0.34172370093272664,0.34789417403759343,0.34789417403759343,0.759090909090909,0.9576258564194221,0.8468782929399368,0.8998862977398904
34,0.34385098642039974,0.34412496538445503,0.34412496538445503,0.753703165843741,0.9662645218945487,0.8468491988382338,0.9004558515562389
35,0.34200588745489874,0.345232888495568,0.345232888495568,0.7712898330804249,0.9463062257968424,0.8498812828144333,0.9004343748346204
36,0.34457833339460653,0.3473629652273537,0.3473629652273537,0.7512578798218726,0.9673815907059875,0.8457306552947688,0.9003076687605119
37,0.34130587732514395,0.34971580757658083,0.34971580757658083,0.7674726332250692,0.9502532022639262,0.8491382178744926,0.8999051598180975
38,0.34120206176171863,0.3528171369049809,0.3528171369049809,0.7469245293814728,0.9721477509681263,0.8447823976702798,0.8994770094203619
39,0.3397107256807981,0.3455819433425913,0.3455819433425913,0.7666566896138881,0.9537533512064343,0.8500315268974215,0.9000418867328717
40,0.3425173783446964,0.34359112083911897,0.34359112083911897,0.7666806546370122,0.9524128686327078,0.8495134345212395,0.9008732327564761
41,0.3425162665291314,0.34423846646700756,0.34423846646700756,0.7504899135446685,0.969690199582961,0.84612385470141,0.9002269357449446
42,0.34395588397492627,0.3505257877087829,0.3505257877087829,0.751747241956911,0.9692433720583855,0.8467518948635373,0.9010273975614336
43,0.3395424690900196,0.3450503928826587,0.3450503928826587,0.7541402754372712,0.9664879356568364,0.8472108887945947,0.9009783279679615
44,0.3394555469708256,0.34089861282027595,0.34089861282027595,0.7738966105827847,0.9454125707476914,0.8510994904800214,0.9012349805173874
45,0.33903599168446585,0.3435367597359242,0.3435367597359242,0.7733447036608394,0.9454870420017873,0.850795778187301,0.9014677836546386
46,0.33884359102044853,0.34314743035500594,0.34314743035500594,0.7735803070923715,0.9454870420017873,0.8509383378016085,0.9015075309269514
47,0.34405952334079254,0.34144375557356543,0.34144375557356543,0.7745756502625473,0.9447423294608281,0.8512380057706502,0.9012371653228197
48,0.3374765779142217,0.3422840683176966,0.3422840683176966,0.7748716695184551,0.9442955019362526,0.8512352309344791,0.9015200210851173
49,0.338013836196031,0.34553719496372903,0.34553719496372903,0.7704789005267301,0.9477211796246648,0.8499582568041409,0.9019146722740623
50,0.34094233919394495,0.3437729889508521,0.3437729889508521,0.7739241740826527,0.9455615132558832,0.8511765100221224,0.9019510352804003
51,0.33989319330752044,0.342053551278492,0.342053551278492,0.773743527261651,0.945859398272267,0.8511878832557048,0.9023160786327961
52,0.3376434425269394,0.34350893813194616,0.34350893813194616,0.7706477610131491,0.9471254095918975,0.8498212555544419,0.9024930689166504
53,0.339179065585904,0.3399204050255294,0.3399204050255294,0.7751070336391437,0.9437742031575812,0.85116528981127,0.9032070383515018
54,0.3369129560869362,0.34119629830417064,0.34119629830417064,0.7732554602421366,0.9465296395591302,0.8511635693956136,0.903095062155923
55,0.34066855866478596,0.34493194883412653,0.34493194883412653,0.7535305398965537,0.9655942806076855,0.8464827811326914,0.9024893344279515
56,0.33930220133511957,0.34479889250037693,0.34479889250037693,0.7508363133002653,0.9694667858206732,0.8462588571800039,0.9028918141123492
57,0.3371099048525228,0.3395670693994749,0.3395670693994749,0.776070050823587,0.9438486744116771,0.8517759333310931,0.9033340121495369
58,0.3370564042887161,0.343342726212917,0.343342726212917,0.769142581306945,0.9492850759606791,0.8497716742775241,0.9031454491043612
59,0.3386390160339312,0.3412227669269732,0.3412227669269732,0.7727880408361691,0.9470509383378016,0.8510908847543837,0.9032213162792785
60,0.3357691432673663,0.3455247539399874,0.3455247539399874,0.7735665102675034,0.9454125707476914,0.8508998290827441,0.903174049333316
