epoch,train_loss,val_loss,loss,mae,rmse,r2,count_ge_0.30,mae_ge_0.30,rmse_ge_0.30,count_ge_0.40,mae_ge_0.40,rmse_ge_0.40,count_ge_0.50,mae_ge_0.50,rmse_ge_0.50,count_ge_0.60,mae_ge_0.60,rmse_ge_0.60
13,0.0022310705284264445,0.0021323287970054956,0.0021323287970054956,0.030979154631495476,0.046178289248692043,0.5024466514587402,16239,0.023734988644719124,0.03823406957678564,3538,0.04237193986773491,0.05765464946869424,0,,,0,,
14,0.0022147912519265723,0.0021234964987389363,0.0021234964987389363,0.031558409333229065,0.04608328102320392,0.504491925239563,16239,0.024931592866778374,0.03931165005766918,3538,0.04376650229096413,0.05886061217803015,0,,,0,,
15,0.0022222889026417792,0.0021699440953621674,0.0021699440953621674,0.03255733847618103,0.04658219409410335,0.49370479583740234,16239,0.02623549848794937,0.04026864973796877,3538,0.055189695209264755,0.06550392878080066,0,,,0,,
16,0.002216438571054299,0.0021608899765790013,0.0021608899765790013,0.032417915761470795,0.04648394935076439,0.49583810567855835,16239,0.026159802451729774,0.040047423722507476,3538,0.05290490388870239,0.0645090135381915,0,,,0,,
17,0.0022141107640197594,0.0021361093269661067,0.0021361093269661067,0.032406944781541824,0.046220526881298026,0.5015361309051514,16239,0.025457261130213737,0.038656399199919464,3538,0.044420529156923294,0.05806909552684244,0,,,0,,
18,0.00221554796750089,0.0021351126918442926,0.0021351126918442926,0.03224046900868416,0.04620815088523368,0.5018029808998108,16239,0.026280740275979042,0.040410718522140246,3538,0.05054481327533722,0.0628494795969185,0,,,0,,
19,0.002204964053866422,0.0021317636661263087,0.0021317636661263087,0.032129235565662384,0.04617164090140778,0.5025899410247803,16239,0.025897709652781487,0.039929595030989334,3538,0.0499454066157341,0.06200667796335239,0,,,0,,
20,0.0022197464024707263,0.0021071555057414256,0.0021071555057414256,0.031733326613903046,0.04590477798171494,0.5083231925964355,16239,0.02501647174358368,0.03855131773247308,3538,0.04436333477497101,0.058802469362859155,0,,,0,,
21,0.0021998715377807366,0.0021281098165565125,0.0021281098165565125,0.03172038123011589,0.04613154900150566,0.5034533739089966,16239,0.024990616366267204,0.03903454137650158,3538,0.047283921390771866,0.05944454291268285,0,,,0,,
22,0.002200121460117447,0.0021161881089999768,0.0021161881089999768,0.03168049454689026,0.046004155843471776,0.5061920285224915,16239,0.024650612846016884,0.03815978483573234,3538,0.03877425938844681,0.054126628601661765,0,,,0,,
23,0.0022007268576259265,0.0021157577176089005,0.0021157577176089005,0.03186244145035744,0.04599814542013363,0.5063210725784302,16239,0.02533211000263691,0.039022836814205555,3538,0.04409610480070114,0.05916260710444509,0,,,0,,
24,0.002205887193677126,0.0021306653432074493,0.0021306653432074493,0.03130611404776573,0.04616016728847424,0.5028371214866638,16239,0.0243274737149477,0.038982219454890894,3538,0.048195112496614456,0.06064514099957124,0,,,0,,
25,0.0022004766903730836,0.0021237869600970612,0.0021237869600970612,0.03148122504353523,0.046084791662635204,0.5044594407081604,16239,0.024943195283412933,0.03943433367198907,3538,0.04586636647582054,0.060054230337659595,0,,,0,,
26,0.002200763382094565,0.0021061858549019544,0.0021061858549019544,0.03170793503522873,0.04589229400588378,0.508590579032898,16239,0.02550223097205162,0.039425548627426595,3538,0.047582294791936874,0.06107243543838735,0,,,0,,
27,0.002193591884047314,0.0020996643542075307,0.0020996643542075307,0.03154144808650017,0.045822600858771066,0.5100820064544678,16239,0.025342978537082672,0.0394632200271237,3538,0.04531313478946686,0.05956971449630003,0,,,0,,
28,0.0022001819727030755,0.0020905759240800546,0.0020905759240800546,0.03119250014424324,0.04572352856647608,0.5121981501579285,16239,0.024424538016319275,0.03839204420164902,3538,0.04260537400841713,0.05682639577742495,0,,,0,,
29,0.00219827399626611,0.002107030854923493,0.002107030854923493,0.0321703664958477,0.04590247522003692,0.5083725452423096,16239,0.02545742131769657,0.03840765573919954,3538,0.04463191330432892,0.05836014871901468,0,,,0,,
30,0.0021964316290381002,0.0021266506511276053,0.0021266506511276053,0.0312233567237854,0.046116306758253005,0.5037814378738403,16239,0.023532908409833908,0.037396368988746875,3538,0.045350924134254456,0.05760530171402789,0,,,0,,
31,0.002202026607563435,0.002091844699945364,0.002091844699945364,0.03142544627189636,0.04573708438178817,0.5119088888168335,16239,0.02482990361750126,0.03873053097683846,3538,0.04611027613282204,0.05932156815739136,0,,,0,,
32,0.00219264552825904,0.0021168334295152357,0.0021168334295152357,0.031129509210586548,0.04600900157092127,0.5060880184173584,16239,0.024310244247317314,0.03892769351143845,3538,0.04860343784093857,0.06096820210699969,0,,,0,,
33,0.002193740180346294,0.0021331020836102763,0.0021331020836102763,0.032426390796899796,0.046185007216641254,0.5023019313812256,16239,0.026256689801812172,0.039920637565067814,3538,0.051402684301137924,0.06283488928496697,0,,,0,,
34,0.0021973546450342035,0.002102923213299048,0.002102923213299048,0.030768444761633873,0.04585863985255493,0.5093110203742981,16239,0.023964276537299156,0.03876110268744972,3538,0.044791705906391144,0.05872306858299374,0,,,0,,
35,0.002167810777141081,0.002088017839054435,0.002088017839054435,0.03107815608382225,0.04569604566145396,0.5127844214439392,16239,0.02398497611284256,0.0379258744599838,3538,0.04459977522492409,0.05758238201825097,0,,,0,,
36,0.002156828714473473,0.0020660021081882513,0.0020660021081882513,0.031150953844189644,0.04545367882946192,0.5179389715194702,16239,0.024788986891508102,0.03867343173361635,3538,0.043615493923425674,0.05808841831820157,0,,,0,,
37,0.0021590840396021444,0.0020726921305186667,0.0020726921305186667,0.031035667285323143,0.04552650159992188,0.5163930654525757,16239,0.024437082931399345,0.03846123754466443,3538,0.0443444661796093,0.05837966033382155,0,,,0,,
38,0.00215679313486809,0.002067284437954047,0.002067284437954047,0.030973749235272408,0.045467809256918866,0.51763916015625,16239,0.024638893082737923,0.038769670457373846,3538,0.04238629341125488,0.057429294204195507,0,,,0,,
39,0.0021497134439907653,0.0020896037582750038,0.0020896037582750038,0.03166713938117027,0.04571235249770413,0.5124366283416748,16239,0.025017501786351204,0.038180147622838535,3538,0.04133601486682892,0.05572324459341611,0,,,0,,
40,0.0021520643413137897,0.0020828915254796966,0.0020828915254796966,0.03122280351817608,0.045638119794508825,0.5140188336372375,16239,0.02543523535132408,0.03995651073771272,3538,0.04792733117938042,0.06218665895779892,0,,,0,,
41,0.002150593440924471,0.0020728589868236145,0.0020728589868236145,0.03162585198879242,0.045528631605329994,0.5163477659225464,16239,0.02495051547884941,0.038062735055622826,3538,0.042532697319984436,0.0570427538426178,0,,,0,,
42,0.002148404810133674,0.0020803251733877144,0.0020803251733877144,0.031183293089270592,0.045610498645162666,0.5146069526672363,16239,0.02511177957057953,0.039457605834544794,3538,0.04823391139507294,0.06121665861211939,0,,,0,,
43,0.002137977954580338,0.002056536353508926,0.002056536353508926,0.031086845323443413,0.04534891829310543,0.5201585292816162,16239,0.02476436272263527,0.03875937719239362,3538,0.04541679099202156,0.059276143710764166,0,,,0,,
44,0.0021235881284988184,0.002065322086041383,0.002065322086041383,0.030829353258013725,0.045446399356193344,0.5180933475494385,16239,0.023959482088685036,0.03782288632571799,3538,0.041464634239673615,0.05662021392515031,0,,,0,,
45,0.0021305865977626387,0.0020549078527206588,0.0020549078527206588,0.030929826200008392,0.04533104003420824,0.5205367803573608,16239,0.02492380142211914,0.0391438887999929,3538,0.043599557131528854,0.058838460452537635,0,,,0,,
46,0.0021255586539509594,0.0020586356027367508,0.0020586356027367508,0.0313589870929718,0.045372334490826574,0.5196628570556641,16239,0.024828296154737473,0.038308347020911085,3538,0.04455839842557907,0.05845279826761482,0,,,0,,
47,0.0021223399159695827,0.0020486726607117107,0.0020486726607117107,0.030477670952677727,0.04526287724230534,0.5219776034355164,16239,0.023962566629052162,0.03840695101483868,3538,0.042779337614774704,0.05766360385253951,0,,,0,,
48,0.002121251972512563,0.002044556301355488,0.002044556301355488,0.030795400962233543,0.045216820469731016,0.5229499340057373,16239,0.02447931095957756,0.03848366883534508,3538,0.043585244566202164,0.058296055338640664,0,,,0,,
49,0.002124611353225438,0.0020463976046165167,0.0020463976046165167,0.030991291627287865,0.0452374460523523,0.5225145816802979,16239,0.02459830604493618,0.03828470770391454,3538,0.041203517466783524,0.056054430057186994,0,,,0,,
50,0.002124659775931909,0.002056876725864486,0.002056876725864486,0.03088732808828354,0.04535296129932981,0.5200729370117188,16239,0.024751493707299232,0.03917334000513061,3538,0.04555825889110565,0.059738126050762085,0,,,0,,
51,0.002126497848322457,0.0020516136495428066,0.0020516136495428066,0.031149061396718025,0.04529497448953226,0.5212993621826172,16239,0.02493719384074211,0.038800961416354855,3538,0.045617878437042236,0.059138804735897284,0,,,0,,
52,0.002120552769954853,0.0020531701492303507,0.0020531701492303507,0.031095391139388084,0.04531194207653678,0.5209406614303589,16239,0.02442830055952072,0.03803497046454357,3538,0.04440751299262047,0.05853885622394202,0,,,0,,
53,0.002118383835205982,0.0020508074327924494,0.0020508074327924494,0.031213320791721344,0.045285366213175304,0.5215024352073669,16239,0.025404518470168114,0.03935847359679855,3538,0.04644620418548584,0.06089411461127418,0,,,0,,
54,0.002118736528791487,0.0020473491274199244,0.0020473491274199244,0.031012432649731636,0.045247324364877876,0.5223060846328735,16239,0.025062041357159615,0.03920837226095338,3538,0.045311857014894485,0.05950004310365927,0,,,0,,
55,0.0021026419596036233,0.00203739184870432,0.00203739184870432,0.030773280188441277,0.0451378889398488,0.5246139764785767,16239,0.0245114266872406,0.03856823820519226,3538,0.044140949845314026,0.058533311508685786,0,,,0,,
56,0.002102925267042908,0.0020435106960298905,0.0020435106960298905,0.031102236360311508,0.04520476972598783,0.5232040882110596,16239,0.025076117366552353,0.03903762800414487,3538,0.04578883573412895,0.05990171684345055,0,,,0,,
57,0.002097397178541711,0.00204944782771991,0.00204944782771991,0.030944503843784332,0.04527003707491231,0.5218263864517212,16239,0.025033991783857346,0.03937237290150369,3538,0.04693540558218956,0.06107710731758329,0,,,0,,
58,0.002096555451023929,0.0020485093162032003,0.0020485093162032003,0.031229807063937187,0.04525995280388799,0.5220393538475037,16239,0.025319088250398636,0.03928240775427511,3538,0.04859364032745361,0.06145127545189101,0,,,0,,
59,0.0020964037170199583,0.002034042555823038,0.002034042555823038,0.03076702170073986,0.045100602904115175,0.5253989696502686,16239,0.024215461686253548,0.03804029119647606,3538,0.04128795489668846,0.056541930322549505,0,,,0,,
60,0.0021005316105694905,0.00203311219929828,0.00203311219929828,0.030540792271494865,0.045090452339978083,0.5256125926971436,16239,0.02384921908378601,0.037893459985799176,3538,0.042111653834581375,0.05699045570832837,0,,,0,,
